Station, Fav, StationName, HydStatus, Prov, Latitude, Longitude, DrainageArea, Years, From, To, Reg., Flow, Level, Sed, OperSched, RealTime, RHBN, Region, Datum, Operator
07DD001, False, ATHABASCA RIVER AT EMBARRAS AIRPORT, Active, AB, 58.3126, -111.5149, 155000, 18, 1971, 2017, False, True, True, True, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07DD002, False, RICHARDSON RIVER NEAR THE MOUTH, Active, AB, 58.36036, -111.2404, 2730, 48, 1970, 2017, False, True, True, False, Seasonal, True, True, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07DD003, False, EMBARRAS RIVER BELOW DIVERGENCE, Active, AB, 58.42222, -111.5514, , 28, 1971, 2016, False, True, False, True, Seasonal, False, False, YELLOWKNIFE, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07FD006, False, SADDLE RIVER NEAR WOKING, Active, AB, 55.64435, -118.7002, 538, 48, 1967, 2014, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07FD009, False, CLEAR RIVER NEAR BEAR CANYON, Active, AB, 56.30783, -119.6805, 2880, 44, 1971, 2014, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07FD011, False, HINES CREEK ABOVE GERRY LAKE, Active, AB, 56.33435, -118.2652, 374, 41, 1974, 2014, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07FD012, False, MONTAGNEUSE RIVER NEAR HINES CREEK, Active, AB, 56.38335, -118.712, 230, 39, 1975, 2014, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07FD013, False, EUREKA RIVER NEAR WORSLEY, Active, AB, 56.45259, -119.1341, 755, 41, 1975, 2015, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07FD020, False, SPIRIT RIVER NEAR SPIRIT RIVER, Active, AB, 55.74146, -118.8373, 134, 7, 2005, 2011, False, True, False, False, Seasonal, False, False, CALGARY, ASSUMED DATUM, ALBERTA ENVIRONMENTAL PROTECTION
07FD908, False, GRIMSHAW DRAINAGE NEAR GRIMSHAW, Active, AB, 56.16667, -117.6, 8.1, 21, 1991, 2011, False, True, False, False, Seasonal, False, False, CALGARY, ASSUMED DATUM, ALBERTA ENVIRONMENTAL PROTECTION
07FD910, False, RYCROFT SURVEY NO. 3 NEAR RYCROFT, Active, AB, 55.75, -118.5833, 13, 30, 1982, 2011, False, True, False, False, Seasonal, False, False, CALGARY, ASSUMED DATUM, ALBERTA ENVIRONMENTAL PROTECTION
07GA001, False, SMOKY RIVER ABOVE HELLS CREEK, Active, AB, 53.94651, -119.1611, 3870, 48, 1967, 2015, False, True, True, True, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07GA002, False, MUSKEG RIVER NEAR GRANDE CACHE, Active, AB, 53.9262, -118.8164, 703, 43, 1972, 2014, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07GB001, False, CUTBANK RIVER NEAR GRANDE PRAIRIE, Active, AB, 54.51569, -118.9631, 842, 46, 1970, 2015, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07GB003, False, KAKWA RIVER AT HIGHWAY NO. 40, Active, AB, 54.42152, -118.554, 3370, 22, 1994, 2015, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07GC002, False, PINTO CREEK NEAR GRANDE PRAIRIE, Active, AB, 54.84238, -119.3902, 494, 26, 1986, 2011, False, True, False, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, ALBERTA ENVIRONMENTAL PROTECTION
07GD001, False, BEAVERLODGE RIVER NEAR BEAVERLODGE, Active, AB, 55.18927, -119.4372, 1610, 48, 1968, 2015, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07GD004, False, REDWILLOW RIVER NEAR RIO GRANDE, Active, AB, 55.07882, -119.7016, 1250, 24, 1993, 2016, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07GE001, False, WAPITI RIVER NEAR GRANDE PRAIRIE, Active, AB, 55.07125, -118.8029, 11300, 57, 1917, 2014, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07GE003, False, GRANDE PRAIRIE CREEK NEAR SEXSMITH, Active, AB, 55.3745, -118.9163, 140, 47, 1969, 2015, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07GE007, False, BEAR RIVER NEAR VALHALLA CENTRE, Active, AB, 55.40016, -119.3841, 181, 31, 1984, 2014, False, True, True, False, Seasonal, False, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07GF001, False, SIMONETTE RIVER NEAR GOODWIN, Active, AB, 55.1403, -118.1823, 5040, 47, 1969, 2015, False, True, True, True, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07GF008, False, DEEP VALLEY CREEK NEAR VALLEYVIEW, Active, AB, 54.43046, -117.7213, 635, 32, 1985, 2017, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07GG001, False, WASKAHIGAN RIVER NEAR THE MOUTH, Active, AB, 54.75201, -117.2057, 1040, 47, 1968, 2014, False, True, True, False, Continuous, True, True, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07GG002, False, LITTLE SMOKY RIVER AT LITTLE SMOKY, Active, AB, 54.73986, -117.1796, 3010, 48, 1967, 2014, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07GG003, False, IOSEGUN RIVER NEAR LITTLE SMOKY, Active, AB, 54.74518, -117.1522, 1950, 47, 1969, 2015, False, True, True, False, Seasonal, False, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07GH002, False, LITTLE SMOKY RIVER NEAR GUY, Active, AB, 55.45623, -117.1619, 11100, 55, 1959, 2013, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07GH004, False, PEAVINE CREEK NEAR FALHER, Active, AB, 55.6293, -117.2596, 541, 31, 1984, 2014, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07GJ001, False, SMOKY RIVER AT WATINO, Active, AB, 55.7146, -117.6231, 50300, 69, 1915, 2015, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07HA003, False, HEART RIVER NEAR NAMPA, Active, AB, 56.05564, -117.1299, 1970, 52, 1963, 2014, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07HA005, False, WHITEMUD RIVER NEAR DIXONVILLE, Active, AB, 56.51094, -117.661, 2020, 47, 1971, 2017, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07HA914, False, NAMPA (SOUTH) DRAINAGE NEAR NAMPA, Active, AB, 56.01417, -117.1456, 22.1, 21, 1991, 2011, False, True, False, False, Seasonal, False, False, CALGARY, ASSUMED DATUM, ALBERTA ENVIRONMENTAL PROTECTION
07HB001, False, CADOTTE RIVER AT OUTLET CADOTTE LAKE, Active, AB, 56.4875, -116.4335, 879, 31, 1984, 2014, False, True, True, False, Seasonal, False, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07HC001, False, NOTIKEWIN RIVER AT MANNING, Active, AB, 56.92004, -117.6184, 4680, 55, 1961, 2015, False, True, True, True, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07HC002, False, BUCHANAN CREEK NEAR MANNING, Active, AB, 56.89502, -117.4885, 232, 32, 1985, 2016, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07HC907, False, NORTH STAR DRAINAGE NEAR NORTH STAR, Active, AB, 56.82861, -117.5689, 31.4, 21, 1991, 2011, False, True, False, False, Seasonal, False, False, CALGARY, ASSUMED DATUM, ALBERTA ENVIRONMENTAL PROTECTION
07HF002, False, KEG RIVER AT HIGHWAY NO. 35, Active, AB, 57.7457, -117.6279, 649, 45, 1971, 2015, False, True, True, True, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07JA003, False, WILLOW RIVER NEAR WABASCA, Active, AB, 55.91667, -113.9213, 1030, 31, 1985, 2015, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07JC001, False, LAFOND CREEK NEAR RED EARTH CREEK, Active, AB, 57.07305, -115.0967, 492, 39, 1975, 2013, False, True, True, False, Seasonal, True, True, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07JC002, False, REDEARTH CREEK NEAR RED EARTH CREEK, Active, AB, 56.54702, -115.2404, 618, 27, 1987, 2013, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07JC003, False, LOON RIVER NEAR THE MOUTH, Active, AB, 57.07782, -115.0761, 6800, 9, 2006, 2014, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07JD002, False, WABASCA RIVER AT HIGHWAY NO. 88, Active, AB, 57.87463, -115.3891, 35800, 47, 1970, 2016, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07JD003, False, JACKPINE CREEK AT HIGHWAY NO. 88, Active, AB, 58.19286, -115.7488, 582, 44, 1971, 2014, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07JD004, False, TEEPEE CREEK NEAR LA CRETE, Active, AB, 58.13742, -116.2503, 136, 37, 1981, 2017, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07JF002, False, BOYER RIVER NEAR FORT VERMILION, Active, AB, 58.44909, -116.264, 6660, 52, 1962, 2013, False, True, True, True, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07JF003, False, PONTON RIVER ABOVE BOYER RIVER, Active, AB, 58.46426, -116.2561, 2440, 53, 1962, 2014, False, True, True, True, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07JF005, False, BOYER RIVER AT PADDLE PRAIRIE, Active, AB, 57.94835, -117.4805, 200, 8, 2008, 2015, False, True, True, False, Miscellaneous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07KE001, False, BIRCH RIVER BELOW ALICE CREEK, Active, AB, 58.3249, -113.0652, 9860, 51, 1967, 2017, False, True, True, True, Seasonal, True, True, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07KF015, False, EMBARRAS RIVER BREAKTHROUGH TO MAMAWI LAKE, Active, AB, 58.48194, -111.4853, , 28, 1987, 2016, False, True, True, False, Seasonal, False, False, YELLOWKNIFE, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07OA001, False, SOUSA CREEK NEAR HIGH LEVEL, Active, AB, 58.59144, -118.491, 820, 47, 1970, 2016, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07OB003, False, HAY RIVER NEAR MEANDER RIVER, Active, AB, 59.14946, -117.6363, 36900, 42, 1974, 2015, False, True, True, False, Seasonal, True, True, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07OB004, False, STEEN RIVER NEAR STEEN RIVER, Active, AB, 59.5808, -117.1965, 2600, 43, 1974, 2016, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07OB006, False, LUTOSE CREEK NEAR STEEN RIVER, Active, AB, 59.4058, -117.2807, 292, 39, 1977, 2015, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07OC001, False, CHINCHAGA RIVER NEAR HIGH LEVEL, Active, AB, 58.59708, -118.3341, 10400, 45, 1969, 2013, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
11AA026, False, SAGE CREEK AT Q RANCH NEAR WILDHORSE, Active, AB, 49.10772, -110.2237, 569, 80, 1935, 2014, False, True, True, False, Seasonal, True, True, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
